@relation Train

@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute class {0,1,2}

@data
0.032776,-1.003012,0.081484,0
1.081401,-0.041558,0.00624,2
0.033241,-1.003055,0.082183,0
-0.208009,-0.997813,0.142829,2
0.027867,0.040814,-1.082463,0
0.928983,-0.04119,-0.224345,2
-0.785889,0.609772,0.039612,0
-0.785339,0.610779,0.038452,0
0.020859,0.030769,-0.999571,0
0.01821,0.031956,-0.998625,0
-0.712776,-0.666578,0.072487,2
0.021396,0.032695,-0.999171,0
-0.762299,0.620697,0.035095,1
-0.784912,0.611206,0.037415,0
0.032812,-1.002129,0.082893,0
-0.759949,0.639984,0.037842,0
-0.786011,0.611084,0.038666,0
-0.784729,0.611786,0.036896,0
-0.786774,0.610413,0.038025,0
0.193939,0.991394,0.194733,2
0.023928,-0.994721,0.107604,1
-0.786987,0.6091,0.042877,0
-0.345234,-0.927297,0.05101,2
0.037241,-1.007127,0.044978,0
0.019741,0.032495,-0.999002,0
0.014797,0.011664,-1.1291,1
0.026916,-1.019401,0.165097,1
0.023353,0.036977,-1.069008,1
-0.785309,0.61145,0.036835,0
-0.004604,-0.006223,-0.902892,1
0.032868,-1.0019,0.082101,0
-0.780518,0.596191,0.035889,1
0.107758,1.045013,0.052887,2
0.032974,-1.002715,0.078831,0
0.033171,-1.002727,0.080965,0
0.020756,0.032172,-0.999305,0
-0.216306,-0.959269,-0.000954,2
1.074368,-0.095622,0.078574,2
0.019551,0.032935,-0.998053,0
0.021805,0.031486,-0.999858,0
0.028076,0.980774,0.029175,2
-0.785736,0.611542,0.038177,0
0.03413,-1.003013,0.081721,0
0.044511,-0.992853,0.020136,1
-0.066498,0.97403,0.065826,2
0.65836,-0.462646,0.113117,2
-0.785583,0.609924,0.037872,0
-0.785828,0.610321,0.036072,0
0.946073,-0.283397,0.082024,2
0.032299,-1.003382,0.078677,0
0.018642,0.031463,-0.998295,0
0.032421,-1.002779,0.078924,0
-0.786621,0.611237,0.037598,0
0.07136,-0.978919,-0.011028,1
-0.785645,0.611084,0.03775,0
0.034286,-1.00359,0.081748,0
-0.3896,-0.909887,0.111471,2
0.022019,0.031225,-0.998887,0
-0.75238,0.548004,0.085052,0
0.034548,-1.003422,0.079459,0
0.021992,-1.020209,0.103274,1
-0.115906,0.988403,0.021576,2
-0.78595,0.61087,0.037964,0
-0.211328,-0.977983,-0.042345,2
-0.793213,0.614288,0.04425,0
0.020356,0.03226,-0.999276,0
0.044358,-0.98646,0.023838,1
-0.790131,0.598846,0.035431,1
0.003984,-0.04852,-1.046859,1
0.145691,0.98526,0.057648,2
0.033939,-1.003142,0.080562,0
-0.804596,0.594086,0.04245,1
-0.828126,-0.674971,0.030366,2
-0.284992,-0.932372,0.00434,2
-0.786133,0.610565,0.039764,0
0.022636,0.031293,-1.000647,0
0.033385,-1.003472,0.080288,0
-0.828938,-0.565898,0.062352,2
0.018693,0.033257,-0.99927,0
-0.786591,0.609528,0.040405,0
-0.77243,0.565765,0.037903,1
0.051605,-0.971989,-0.019919,1
-0.786438,0.600433,0.035889,1
0.028013,0.022964,-1.136811,1
-0.840641,-0.60068,-0.034926,2
0.032448,-1.002675,0.078284,0
-0.786072,0.611938,0.036957,0
-0.70311,-0.718207,-0.035129,2
0.002764,-1.021221,0.211853,0
0.051563,-0.988527,0.044566,1
-0.784882,0.610901,0.036591,0
0.033293,-1.002872,0.080628,0
-0.106628,1.027649,0.074249,2
0.030768,-1.001936,0.080616,0
-0.785156,0.612701,0.034424,0
-0.811249,0.59552,0.042755,1
0.061035,0.863953,-0.191284,2
0.018148,0.032143,-0.998865,0
0.001892,-0.049406,-0.93408,1
-0.394362,-0.902864,-0.030331,2
-0.151306,1.025055,0.163208,2
0.008017,0.009044,-0.868902,0
0.033961,-1.003083,0.079129,0
0.020193,0.033152,-0.997923,0
0.034083,-1.002721,0.079283,0
-0.79657,0.633118,0.059509,1
-0.786835,0.609924,0.041046,0
-0.785797,0.610748,0.040344,0
-0.116638,0.989868,-0.035126,2
0.030986,-1.001864,0.086137,0
0.032725,-1.003257,0.0831,0
-0.786194,0.611542,0.037018,0
-0.02533,1.016113,0.049805,2
-0.812317,0.592163,0.056122,1
0.024561,0.102349,-0.864216,1
-0.072144,0.966187,0.044434,2
0.020529,0.033665,-0.999039,0
0.062629,-0.977511,-0.005149,1
-0.785858,0.610291,0.038727,0
0.034542,-1.004123,0.078051,0
0.034088,-1.002675,0.079985,0
0.008513,-1.034065,0.179191,1
0.018708,0.031305,-0.999667,0
0.019321,0.031113,-0.998966,0
-0.828099,-0.491586,-0.044621,2
0.028568,0.035634,-1.00602,0
-0.745875,-0.667478,0.067368,2
-0.232255,-0.983916,0.132722,2
0.031854,-1.001245,0.082628,0
0.058646,0.051766,-1.026059,0
0.020977,0.031059,-0.998622,0
0.034726,-1.002989,0.083641,0
0.999509,-0.013133,0.009259,2
0.034196,-1.001737,0.083224,0
0.033827,-1.002838,0.077514,0
-0.784637,0.612793,0.035004,0
0.021053,0.031075,-1.004405,0
0.024975,-0.012386,-0.964052,1
-0.784485,0.611633,0.038025,0
0.018078,0.054054,-0.877913,1
0.020916,0.032127,-1.00174,0
0.031067,1.025391,0.009644,2
-0.771088,0.630493,0.03421,1
-0.78598,0.610565,0.038574,0
-0.78595,0.610962,0.03653,0
-0.785919,0.611572,0.03656,0
-0.776978,0.561737,0.041748,1
-0.206417,-0.971088,0.152019,2
0.02311,0.033105,-0.999093,0
0.032679,-1.002127,0.081276,0
0.033571,-1.003328,0.080685,0
0.035767,0.102341,-0.952998,1
1.001097,-0.174833,0.02812,2
-0.785217,0.61026,0.039337,0
0.018926,0.030392,-0.998189,0
0.027765,-1.024333,0.17034,1
-0.786469,0.61145,0.036713,0
-0.7854,0.610718,0.037292,0
0.019532,0.032183,-1.000439,0
0.059537,-0.967776,-0.012456,1
-0.438309,-0.888589,-0.023924,2
1.006851,-0.18536,0.021298,2
-0.265333,-0.9902,0.145018,2
-0.786255,0.609436,0.041565,0
-0.811934,-0.500188,-0.285188,2
0.022873,0.031974,-0.999296,0
0.992096,-0.276255,0.228174,2
0.033609,-1.0026,0.082276,0
0.020384,0.032752,-0.99939,0
-0.809143,0.595245,0.053864,1
0.033359,-1.002437,0.081698,0
-0.785675,0.610443,0.036072,0
0.052052,0.094465,-1.110607,1
0.044003,0.082892,-1.084332,1
0.033348,-1.002732,0.079744,0
-0.123657,0.961487,0.071228,2
0.019585,0.032638,-0.998514,0
0.046684,0.059113,-1.04589,1
-0.791107,0.639648,0.046692,1
0.032559,-1.002167,0.081734,0
-0.784943,0.611633,0.035431,0
0.018829,0.031165,-0.998664,0
0.002208,-0.015695,-0.973591,1
-0.78598,0.612854,0.036285,0
-0.017674,-0.096098,-1.148484,1
0.02526,-1.016085,0.152465,1
-0.786377,0.611267,0.039795,0
0.019896,0.032611,-1.000217,0
0.018882,0.032686,-0.999735,0
0.008561,0.006059,-0.965103,1
-0.7817,-0.684217,0.081396,2
-0.785492,0.611542,0.037842,0
0.017457,0.055934,-0.928293,1
0.020914,0.031821,-1.000132,0
0.033491,-1.002615,0.083008,0
-0.867144,-0.562059,0.014177,2
0.018696,0.032539,-0.99849,0
0.027426,0.007088,-1.090043,1
0.926508,-0.116087,-0.202534,2
0.033139,-1.003023,0.080597,0
-0.835251,-0.560863,0.070491,2
0.989275,-0.034511,0.032376,2
-0.391446,-0.869664,0.002935,2
-0.785614,0.610931,0.04068,0
0.021467,0.031574,-0.999798,0
0.033048,-1.002306,0.081152,0
0.033886,-1.002841,0.082181,0
-0.125885,1.016602,0.063873,2
0.020141,0.032742,-1.000579,0
-0.024292,1.001862,0.049316,2
-0.785553,0.613586,0.035278,0
-0.779846,0.625458,0.046814,1
0.003768,-0.018109,-0.964915,1
0.033715,-1.002304,0.079623,0
0.019991,0.031823,-0.998981,0
0.03239,-1.003258,0.078586,0
0.03296,-1.003371,0.081267,0
-0.786163,0.609192,0.040039,0
0.022422,0.031037,-1.000135,0
-0.786346,0.60791,0.037018,0
0.01898,0.031823,-0.999413,0
-0.786346,0.611023,0.037872,0
0.032957,-1.002281,0.081427,0
0.020665,0.031988,-0.999309,0
0.032709,-1.003475,0.080383,0
-0.785461,0.612152,0.037231,0
0.035118,-1.007877,0.044251,0
-0.786255,0.611023,0.03775,0
-0.785736,0.610687,0.038086,0
0.897458,-0.246883,0.124465,2
0.02153,0.030172,-0.996807,0
0.064876,-0.976024,-0.013876,0
-0.809479,0.612793,0.047333,1
0.008594,-1.03541,0.176619,1
-0.751249,-0.664936,0.074925,2
1.001816,-0.069593,0.054658,2
0.044676,-0.967219,-0.023943,1
0.032933,-1.003893,0.081539,0
-0.254672,-0.987324,0.160483,2
-0.785187,0.610138,0.038513,0
-0.786682,0.611694,0.039093,0
0.033316,-1.003477,0.079007,0
0.04222,-1.012864,0.066671,1
-0.785278,0.610077,0.0401,0
-0.787628,0.610626,0.040222,0
0.033074,-1.003071,0.079957,0
0.032669,-1.003655,0.078735,0
0.031868,-0.993053,0.069378,0
0.126984,1.028839,0.203644,2
0.00158,-1.031151,0.163256,1
0.050023,-1.006027,0.094713,0
0.021884,0.033169,-0.999769,0
-0.803574,-0.618526,0.102566,2
0.020441,0.03314,-0.998805,0
0.013962,-0.002185,-1.110822,1
0.017207,0.01767,-0.877746,0
0.971255,-0.109934,0.104312,2
0.012817,-1.026296,0.133058,1
-0.785004,0.611206,0.036865,0
0.009725,-1.026388,0.185701,1
0.020393,0.031146,-0.998624,0
-0.785858,0.61203,0.038879,0
0.020744,0.033668,-0.999068,0
-0.786316,0.610718,0.039612,0
-0.786835,0.609802,0.041992,0
0.020929,0.033483,-0.998948,0
0.022764,0.030494,-1.000416,0
-0.785919,0.610443,0.039795,0
0.020154,0.030607,-0.999365,0
0.013721,0.002896,-0.8998,1
-0.785889,0.610565,0.038513,0
-0.785187,0.611206,0.036224,0
-0.786438,0.647034,0.041656,1
-0.818856,-0.538683,-0.023866,2
0.021432,0.031835,-0.999033,0
0.020172,0.032097,-0.998823,0
-0.800446,0.588715,0.040558,1
0.009872,-1.021381,0.172308,1
-0.233583,-0.97206,0.072883,2
0.021546,0.032736,-0.998013,0
0.019807,0.032018,-0.999679,0
-0.784912,0.611877,0.035553,0
-0.786591,0.61026,0.039154,0
0.043566,0.035056,-1.077316,1
0.02072,0.032912,-0.999598,0
0.018483,0.032162,-0.998102,0
-0.792297,0.59433,0.033386,1
-0.785919,0.610199,0.038605,0
0.034468,-1.00187,0.082337,0
0.033339,-1.002913,0.078156,0
0.018828,0.031639,-0.999478,0
0.019016,0.031215,-0.999636,0
0.625289,-0.299066,-0.111516,2
0.033213,-1.001772,0.08332,0
0.135132,0.987732,0.032959,2
0.05819,-0.995242,-0.01195,0
-0.786896,0.610229,0.040436,0
-0.785492,0.610718,0.036377,0
-0.784851,0.612061,0.036591,0
0.034269,-1.003424,0.084067,0
-0.760498,0.597015,0.035797,1
0.017412,-1.029632,0.133442,0
0.01938,0.031452,-0.999052,0
-0.784271,0.612854,0.035004,0
0.019837,0.032046,-0.999526,0
0.009429,0.011389,-1.04403,0
-0.850786,-0.473975,0.070766,2
-0.785461,0.611572,0.036499,0
-0.802673,0.576569,0.04657,1
-0.785187,0.610535,0.036713,0
0.020547,0.031408,-0.999471,0
1.028762,-0.013262,-0.010582,2
0.973294,-0.26611,0.121046,2
0.018644,0.031221,-0.998451,0
0.040622,-0.970825,-0.005183,1
0.032193,-1.003079,0.081731,0
-0.786346,0.610748,0.040253,0
-0.787292,0.612335,0.034515,0
-0.785309,0.612061,0.038452,0
0.01421,-0.995908,0.106484,1
0.037179,0.100311,-1.06732,1
-0.785431,0.61087,0.039612,0
0.015652,0.068504,-0.893705,1
0.033788,-1.00186,0.08173,0
-0.786163,0.610657,0.03894,0
-0.785797,0.611694,0.037018,0
0.011631,-1.032075,0.147001,1
-0.713947,-0.681202,-0.027536,2
0.01455,0.03643,-0.911398,0
-0.785828,0.611115,0.036285,0
0.033475,-1.002984,0.080199,0
0.032502,-1.002841,0.082036,0
0.032242,-1.002586,0.079872,0
0.01861,0.031998,-0.999078,0
-0.788177,0.610352,0.042236,0
0.041344,-1.008461,0.066611,1
0.043572,0.08156,-0.864435,1
0.032658,-1.003208,0.082185,0
0.018114,0.032862,-0.999676,0
0.022504,0.032218,-0.999416,0
0.023296,0.013662,-0.885231,1
-0.787079,0.611359,0.038666,0
-0.225524,-0.958342,-0.034708,2
-0.799011,0.594177,0.038055,1
-0.113373,1.025543,-0.028625,2
-0.244761,-0.976907,0.087521,2
-0.785339,0.610962,0.038025,0
0.032769,-1.003259,0.080201,0
0.033758,-1.003845,0.080772,0
0.032735,-1.002709,0.079991,0
0.033947,-1.002596,0.082122,0
-0.788727,0.558258,0.048096,1
0.021367,0.032229,-0.998844,0
-0.736098,-0.632378,0.029612,2
0.943242,-0.240074,-0.221387,2
0.032849,-1.002559,0.078588,0
0.034368,-1.002204,0.08081,0
0.020793,0.031481,-0.999986,0
0.019934,0.031343,-0.999537,0
0.105097,-0.089649,-1.28046,0
0.00833,-1.033118,0.169801,1
0.020298,0.032055,-0.999797,0
0.020813,0.032691,-0.999205,0
0.033283,-1.002089,0.079443,0
-0.014185,-0.083979,-0.988433,1
-0.212374,-0.972781,-0.029279,2
-0.748986,-0.68145,0.040215,2
0.019221,0.032378,-0.999494,0
-0.785217,0.610718,0.036102,0
-0.797852,0.576355,0.049072,1
-0.777191,0.563782,0.041443,1
-0.812714,0.60318,0.040771,1
0.018368,0.033151,-1.003596,0
0.033419,-1.002102,0.081639,0
-0.742307,-0.689725,0.03029,2
0.026056,0.066245,-0.866556,1
0.002228,1.029175,0.012665,2
0.039193,-0.964956,-0.019387,1
0.009446,0.008615,-1.102396,1
0.019043,0.031483,-0.999205,0
0.0202,0.032655,-0.999149,0
0.982401,-0.119524,0.071773,2
0.248413,0.841187,0.050537,2
-0.774506,0.605347,0.037201,1
0.017294,0.031719,-0.999456,0
-0.785187,0.611298,0.035126,0
0.034391,-1.003353,0.079003,0
-0.786133,0.610168,0.039673,0
-0.78125,0.561584,0.044403,1
0.032956,-1.002788,0.080935,0
-0.363693,-0.956661,0.103088,2
-0.785461,0.609619,0.040894,0
-0.24192,-0.975229,0.120803,2
0.02022,0.061124,-1.051652,1
-0.728995,-0.701703,0.003301,2
0.061111,-0.987216,0.022805,0
-0.222234,-0.956193,0.022067,2
0.031679,-1.003619,0.082859,0
0.981462,-0.164237,0.110449,2
-0.80423,0.581818,0.050385,1
-0.78479,0.596039,0.033325,1
-0.785767,0.611328,0.038239,0
0.03527,-1.010033,0.133599,1
-0.802277,0.590912,0.039642,1
0.606635,-0.468155,0.070759,2
0.019901,0.031517,-0.999017,0
-0.785675,0.610107,0.0383,0
0.009775,-1.025377,0.209504,0
0.018344,0.033134,-0.994435,0
0.019438,0.032201,-0.99977,0
-0.402658,-0.904624,0.050305,2
0.021422,0.033344,-0.999496,0
0.019322,0.030991,-0.998999,0
0.020536,0.032782,-0.999267,0
0.043306,-1.002314,0.0541,1
-0.0109,-0.016209,-1.002566,1
0.032151,-1.00232,0.08021,0
0.018632,0.033224,-0.99918,0
0.070984,0.98056,-0.019806,2
0.01928,0.032297,-0.998399,0
-0.779816,0.644196,0.042694,1
0.031981,-1.00318,0.082219,0
0.000309,0.08543,-0.985633,0
-0.162134,-0.972456,0.006356,2
-0.25172,-0.981854,0.087982,2
0.031982,-1.002693,0.077615,0
0.033009,-1.002999,0.079347,0
0.019611,0.033058,-0.99802,0
0.032472,-1.002214,0.082558,0
-0.42362,-0.897073,0.040569,2
-0.78537,0.610718,0.038696,0
-0.757507,0.612823,0.040955,1
0.983918,-0.163109,0.105832,2
-0.196388,-1.010856,-0.041189,2
0.039147,-0.997093,0.111206,1
0.033802,-1.002525,0.078553,0
0.01775,-1.032633,0.146845,1
-0.242793,-0.976722,0.102767,2
0.019811,0.031176,-0.99884,0
0.032191,-1.003553,0.081148,0
0.032636,-1.003319,0.078615,0
0.938981,-0.272067,0.162757,2
0.019717,0.031713,-0.999745,0
0.048774,0.076012,-1.011908,1
-0.021928,-0.104765,-0.983672,1
-0.065338,0.985565,0.033813,2
0.002511,0.013968,-0.948423,1
0.020588,0.033227,-0.996854,0
0.021011,0.030766,-0.999357,0
0.019887,0.033544,-0.99938,0
-0.785126,0.612305,0.035492,0
0.008441,-0.122457,-1.045258,1
0.023443,-1.029313,0.184914,0
0.080597,0.982697,0.052246,2
-0.786163,0.610962,0.037567,0
0.022842,0.031872,-0.99875,0
-0.785461,0.610748,0.0401,0
0.020352,0.074672,-0.997981,1
-0.084473,0.970001,0.062744,2
0.01365,-1.034809,0.163967,1
-0.223052,-0.977158,0.117953,2
0.028825,-1.000782,0.080327,0
0.017754,0.031751,-0.999331,0
-0.786194,0.61026,0.042206,0
0.01978,0.031271,-0.999022,0
0.011609,-0.01033,-0.887517,1
0.033246,-1.00388,0.082422,0
-0.786255,0.609894,0.041107,0
-0.785828,0.611694,0.037109,0
0.02283,-1.024357,0.107332,1
0.02084,0.032598,-0.997472,0
0.050136,-0.986818,0.033357,1
-0.326698,-0.94177,0.042165,2
-0.751093,-0.692669,0.056488,2
-0.803986,0.588379,0.043182,1
-0.786682,0.611145,0.036194,0
0.994488,-0.072721,0.047251,2
0.033002,-1.002707,0.078464,0
-0.785431,0.611969,0.036011,0
0.03398,-1.004045,0.081685,0
0.017718,0.032033,-0.998048,0
0.033968,-1.003977,0.079794,0
0.05437,0.089024,-1.090317,1
0.03486,-1.002594,0.080622,0
-0.786194,0.611298,0.036987,0
-0.804901,0.588501,0.04953,1
0.032718,-1.003354,0.081879,0
-0.748844,-0.680065,0.064619,2
0.033147,-1.00314,0.081848,0
0.103027,0.935242,0.024353,2
0.023802,-1.037094,0.183796,1
0.998208,-0.104794,0.069932,2
-0.808899,0.629486,0.04361,1
0.017542,0.032644,-1.003031,0
0.019348,0.031604,-0.998989,0
0.03268,-1.00246,0.081213,0
0.033303,-1.002216,0.082768,0
0.99963,-0.072742,0.041019,2
0.018683,0.033376,-0.995768,0
0.016084,-1.006856,0.145367,1
0.005259,0.013967,-0.955437,1
-0.804718,0.583435,0.044525,1
0.983659,-0.146774,0.098437,2
-0.78656,0.610443,0.039459,0
0.045083,-0.982332,-0.006222,1
-0.785583,0.610657,0.037811,0
-0.036713,0.993622,0.017517,2
-0.808075,0.616882,0.038788,1
-0.787384,0.610565,0.040527,0
0.021124,0.032246,-0.99982,0
-0.785492,0.609711,0.039581,0
-0.282066,-0.932991,0.115834,2
0.033753,-1.003707,0.079949,0
0.053989,0.163607,-0.829835,1
-0.783966,0.560516,0.046234,1
0.022194,0.032712,-0.999745,0
0.03371,-1.002888,0.07846,0
0.010634,0.019067,-1.081034,1
0.021245,0.032099,-0.998482,0
0.019835,0.031736,-0.997644,0
0.035295,-1.002999,0.081197,0
0.582855,0.785675,-0.076111,2
0.020377,0.033478,-0.998891,0
1.012908,-0.227471,0.067402,2
0.014709,1.032684,0.009552,2
0.019012,0.031254,-0.998448,0
0.017087,0.068144,-0.890201,1
0.024163,-0.031516,-1.083413,1
-0.78598,0.609192,0.039246,0
0.032012,0.081589,-1.080256,1
-0.785522,0.612915,0.036377,0
0.04248,-0.997197,0.042634,1
-0.370632,-0.88538,-0.016334,2
0.034331,-1.003057,0.079401,0
0.080566,1.073395,-0.020416,2
0.025483,0.071761,-0.862118,1
0.033499,-1.00167,0.079811,0
0.033671,-1.002181,0.082583,0
-0.775452,0.641357,0.042267,1
-0.776367,0.645508,0.039001,1
-0.720408,-0.665523,0.080036,2
0.034374,-1.002073,0.081848,0
0.005131,-1.039357,0.176154,1
-0.179413,-0.974833,0.045416,2
-0.020935,1.011841,0.049316,2
-0.742157,-0.655495,0.078208,2
0.085175,1.088531,0.036224,2
-0.171605,-1.036877,0.181336,2
0.018435,0.031068,-1.00022,0
0.157257,0.976837,0.137726,2
-0.815155,0.599121,0.049316,0
0.033279,-1.002958,0.083404,0
-0.7854,0.610596,0.041046,0
-0.805847,0.619843,0.045929,1
0.014385,0.0253,-0.946858,1
-0.784576,0.611603,0.036682,0
0.033337,-1.003997,0.082238,0
-0.736875,-0.682249,0.007615,2
-0.786285,0.611511,0.037781,0
0.059317,-0.97777,0.001272,1
-0.786346,0.612671,0.036377,0
-0.2172,-0.998315,0.15303,2
0.033212,-1.002338,0.082798,0
0.0326,-1.003122,0.077884,0
-0.785217,0.611359,0.03714,0
0.032786,-1.002834,0.083255,0
0.032625,-1.002843,0.082127,0
-0.082581,0.963196,0.067108,2
0.907552,-0.229719,0.151886,2
-0.790527,0.563293,0.044586,1
0.053583,-0.970189,-0.01708,1
0.215851,0.893372,0.031006,2
0.008379,-0.032127,-1.133074,1
0.049333,-0.990344,-0.019595,0
0.018853,0.031856,-0.997922,0
0.0036,-1.02483,0.175368,1
0.022098,0.033199,-0.999646,0
-0.213826,-0.950274,-0.017599,2
0.032538,-1.002457,0.078041,0
0.032805,-1.001927,0.081918,0
-0.786102,0.610748,0.038971,0
0.055507,-0.991357,0.009016,1
0.023064,0.007734,-1.125034,1
-0.785156,0.610809,0.036865,0
0.03225,-1.003094,0.080998,0
0.994843,-0.099513,0.055966,2
0.043288,-0.981919,0.027471,0
-0.801453,0.567841,0.05249,1
0.023432,0.033574,-0.994548,0
-0.007782,1.016235,0.0336,2
0.911734,-0.290509,0.318181,2
0.020271,0.031566,-0.999836,0
0.036893,-1.008107,0.143793,1
-0.783691,0.556793,0.046387,1
0.021034,0.031645,-0.998825,0
0.01846,0.031763,-0.999691,0
0.02177,0.032132,-1,0
0.018985,0.031119,-0.999425,0
0.011369,-1.007904,0.13797,1
0.043352,-0.975873,0.006122,1
-0.785736,0.61087,0.035919,0
-0.785828,0.609497,0.039551,0
0.033531,-1.002635,0.079439,0
0.032682,-1.002377,0.08161,0
0.033869,-1.003745,0.07882,0
0.018207,0.032414,-0.998587,0
-0.7854,0.612732,0.037964,0
-0.290868,-0.981085,0.147611,2
0.021213,0.032385,-0.999056,0
0.033875,-1.002836,0.080412,0
-0.792908,0.565216,0.04538,1
-0.798981,0.617584,0.046875,1
-0.239441,-0.985925,0.077523,2
0.918056,-0.247066,0.163963,2
0.021597,0.030242,-0.998905,0
0.052686,0.066682,-1.004091,1
-0.80426,0.596069,0.044464,1
-0.759216,0.606812,0.041321,1
-0.784912,0.611725,0.036682,0
0.033142,-1.001709,0.081704,0
-0.238052,-0.934908,0.021698,2
0.914164,-0.139749,0.092884,2
-0.786285,0.611481,0.038696,0
0.02202,0.031398,-0.999949,0
0.157562,0.951782,-0.155426,2
0.039243,-0.983534,0.028732,1
0.063788,-0.987658,0.033071,1
0.022787,0.031209,-0.999339,0
0.019039,0.032035,-0.999257,0
0.019031,0.032842,-0.998209,0
1.003535,-0.062724,0.016139,2
0.036511,0.175295,-0.947308,1
-0.78598,0.610657,0.038361,0
0.032114,-1.002362,0.079295,0
0.019591,0.031587,-0.997952,0
0.023546,0.014823,-1.069639,1
-0.786407,0.610931,0.041901,0
-0.786041,0.612122,0.038208,0
0.015973,0.0324,-1.000427,0
-0.786133,0.610748,0.036896,0
0.023994,0.002326,-0.88614,1
-0.769012,0.629059,0.038055,1
0.021059,0.033019,-1.000264,0
0.034034,-1.003032,0.081142,0
-0.78595,0.610962,0.038086,0
-0.760925,0.577209,0.038818,1
-0.777588,0.572906,0.037079,1
0.021688,0.031208,-1.001385,0
0.03615,0.026729,-1.103613,1
0.024318,0.030463,-0.99645,0
0.019128,0.032429,-0.999007,0
0.015835,0.070965,-0.876131,1
0.039469,-0.968198,-0.006106,1
-0.205625,-0.980019,0.075045,2
-0.784912,0.611328,0.035919,0
0.005463,1.175934,-0.100708,2
0.020723,0.032092,-0.998333,0
-0.194616,-0.976133,0.082582,2
-0.785583,0.612579,0.037384,0
-0.786102,0.611481,0.038422,0
-0.785492,0.610077,0.03714,0
-0.811737,0.617523,0.047791,1
-0.717793,-0.705131,0.021182,2
0.022078,0.031696,-0.999518,0
-0.786469,0.611237,0.04068,0
0.135529,1.000946,0.063232,2
0.022716,0.043976,-1.043878,1
0.058946,-0.982567,-0.01697,1
-0.784912,0.61084,0.037292,0
0.019223,0.031843,-0.998712,0
-0.786072,0.610474,0.037933,0
-0.784058,0.606873,0.04126,0
0.042811,-0.999724,0.02483,1
-0.85342,-0.526623,-0.044887,2
0.033715,-1.003416,0.079036,0
0.863398,-0.199582,0.166393,2
1.000111,-0.094852,0.052514,2
0.011608,-1.027678,0.176104,1
-0.786011,0.611603,0.035461,0
0.018546,0.032007,-0.997982,0
-0.78595,0.611267,0.039063,0
0.037964,1.035736,-0.010803,2
0.01986,0.032926,-0.999086,0
0.017938,0.031371,-0.998575,0
-0.786285,0.608673,0.036987,0
0.990722,-0.162509,0.122248,2
0.011255,0.049674,-0.991167,0
0.017011,0.031982,-0.997262,0
0.018909,0.032238,-0.997033,0
0.019872,0.031334,-0.999081,0
0.034057,-1.003847,0.079367,0
-0.770233,0.598877,0.030212,0
-0.617225,-0.634498,-0.196521,2
0.022122,0.029727,-0.998941,0
0.020744,0.033857,-0.99937,0
0.032558,-1.002825,0.081212,0
0.022436,0.033108,-0.999524,0
-0.077637,0.968323,0.050079,2
-0.771637,0.571442,0.038635,1
-0.786743,0.61087,0.039642,0
0.993855,-0.124757,-0.191064,2
0.036758,0.006695,-1.140734,1
1.000763,-0.083954,0.039022,2
0.032057,0.077666,-1.038831,1
-0.78537,0.612213,0.036072,0
-0.785278,0.610718,0.038605,0
-0.785583,0.610504,0.036255,0
0.054584,0.052323,-1.009912,1
-0.224884,-0.992318,0.010505,2
1.038978,-0.044527,0.091273,2
-0.073151,0.975037,0.037659,2
-0.785126,0.610596,0.034821,0
0.020686,0.033077,-0.998622,0
0.019074,0.031741,-0.999901,0
-0.24358,-0.986874,0.094013,2
0.033373,-1.002564,0.078921,0
0.051794,0.029361,-1.088681,1
0.567546,-0.393727,0.092167,2
0.032106,-1.008369,0.059304,1
-0.775543,0.640808,0.041412,1
0.018762,0.032281,-0.999438,0
-0.785278,0.610168,0.040375,0
0.033483,-1.002588,0.081666,0
-0.78537,0.612,0.035126,0
0.032802,-1.001827,0.081491,0
-0.786163,0.610565,0.03949,0
0.126465,0.990875,0.017944,2
-0.785736,0.611267,0.040131,0
-0.786865,0.610596,0.040253,0
-0.785706,0.610901,0.038483,0
-0.787079,0.610474,0.040009,0
0.033604,-1.002222,0.081576,0
0.009702,0.016865,-1.106309,1
0.032647,-1.002423,0.080878,0
0.019754,0.030724,-0.999274,0
-0.785767,0.610107,0.041321,0
-0.746727,-0.671841,0.005197,2
0.7117,0.589081,0.492798,2
-0.793152,0.640381,0.050446,1
-0.722068,-0.67306,0.007064,2
0.033667,-1.003369,0.081233,0
-0.785828,0.611267,0.039398,0
0.04719,-0.971503,-0.002321,1
0.022298,0.030994,-0.999528,0
0.037049,-1.005132,0.080229,0
0.022195,0.032395,-0.999171,0
0.022095,1.029572,0.00827,2
0.033673,-1.002876,0.082426,0
0.058568,-0.977455,0.009729,1
-0.715769,-0.726938,-0.000618,2
-0.792328,0.628998,0.049713,1
-0.780367,-0.48466,-0.214338,2
-0.785706,0.609589,0.036163,0
0.056877,-0.979181,-0.001348,1
-0.773035,-0.477534,-0.235545,2
-0.787476,0.610321,0.040253,0
-0.775238,0.619171,0.035248,1
-0.778222,-0.826761,0.228931,2
-0.028076,1.039459,0.007172,2
0.035003,-1.003069,0.078574,0
-0.786316,0.610718,0.039825,0
0.021311,0.032619,-1.0017,0
0.03253,-1.001332,0.082503,0
-0.785522,0.61084,0.039337,0
0.034127,-1.002913,0.081264,0
0.02073,0.031659,-0.99974,0
-0.785828,0.612091,0.035339,0
-0.749521,-0.680371,0.006594,2
